AcclerometerX,AcclerometerY,AcclerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,MagnetometerX,MagnetometerY,MagnetometerZ,Roll,Pitch,Yaw
0.081407,-0.349571,-9.917289,0.027282,0.000947,-0.000799,-1530.375244,-911.420288,-2013.575805,-1.07,0.69,0.78
0.086196,-0.363937,-9.888557,0.025817,0.000814,-0.001332,-1530.375244,-911.420288,-2013.575805,-1.08,0.69,0.79
0.095773,-0.373515,-9.902923,0.025817,0.000148,0.000533,-1530.375244,-911.420288,-2013.575805,-1.08,0.7,0.79
0.095773,-0.373515,-9.902923,0.025817,0.000148,0.000533,-1530.375244,-911.420288,-2013.575805,-1.09,0.7,0.79
0.090984,-0.368726,-9.898135,0.027415,0.000148,0.000533,-1530.375244,-911.420288,-2013.575805,-1.09,0.7,0.79
0.095773,-0.373515,-9.917289,0.027681,0.00068,-0.001864,-1530.918212,-910.51538,-2014.101196,-1.1,0.71,0.79
0.081407,-0.35436,-9.907711,0.025284,0.000281,-0.001598,-1530.918212,-910.51538,-2014.101196,-1.11,0.71,0.79
0.081407,-0.35436,-9.907711,0.025284,0.000281,-0.001598,-1530.918212,-910.51538,-2014.101196,-1.11,0.71,0.79
0.081407,-0.368726,-9.917289,0.024885,0.000814,-0.000399,-1530.918212,-910.51538,-2014.101196,-1.12,0.72,0.8
0.07183,-0.339994,-9.902923,0.025018,0.000947,-0.000133,-1530.918212,-910.51538,-2014.101196,-1.12,0.72,0.8
0.07183,-0.339994,-9.902923,0.025018,0.000947,-0.000133,-1530.918212,-910.51538,-2014.101196,-1.13,0.72,0.8
0.095773,-0.35436,-9.917289,0.026083,-0.000252,-0.001598,-1530.918212,-910.51538,-2014.101196,-1.14,0.73,0.8
0.100562,-0.368726,-9.893346,0.026882,-0.000252,-0.000799,-1530.918212,-910.51538,-2014.101196,-1.14,0.73,0.8
0.090984,-0.373515,-9.907711,0.027016,0.000148,0.000799,-1530.375244,-910.334411,-2013.926025,-1.15,0.73,0.8
0.090984,-0.373515,-9.907711,0.027016,0.000148,0.000799,-1530.375244,-910.334411,-2013.926025,-1.15,0.74,0.8
0.100562,-0.368726,-9.912501,0.025551,0.000547,0.000666,-1530.375244,-910.334411,-2013.926025,-1.16,0.74,0.8
0.090984,-0.339994,-9.898135,0.02635,0.000814,-0.000133,-1530.375244,-910.334411,-2013.926025,-1.16,0.74,0.81
0.090984,-0.339994,-9.898135,0.02635,0.000814,-0.000133,-1530.375244,-910.334411,-2013.926025,-1.17,0.75,0.81
0.100562,-0.363937,-9.898135,0.026882,0.001479,-0.000266,-1530.375244,-910.334411,-2013.926025,-1.18,0.75,0.81
0.076618,-0.35436,-9.888557,0.027016,0.000814,0.000533,-1530.375244,-910.334411,-2013.926025,-1.18,0.75,0.81
0.076618,-0.35436,-9.888557,0.027016,0.000814,0.000533,-1530.375244,-910.334411,-2013.926025,-1.19,0.75,0.81
0.067041,-0.359149,-9.907711,0.026882,0.000814,-0.001465,-1530.375244,-910.334411,-2013.926025,-1.19,0.76,0.81
0.090984,-0.359149,-9.917289,0.027948,0.000947,-0.002264,-1529.651367,-910.69635,-2013.926025,-1.2,0.76,0.81
0.090984,-0.363937,-9.917289,0.02848,0.000814,0.000133,-1529.651367,-910.69635,-2013.926025,-1.2,0.76,0.82
0.090984,-0.363937,-9.917289,0.02848,0.000814,0.000133,-1529.651367,-910.69635,-2013.926025,-1.21,0.77,0.82
0.095773,-0.378303,-9.883769,0.027149,0.000947,-0.000133,-1529.651367,-910.69635,-2013.926025,-1.21,0.77,0.82
0.095773,-0.35436,-9.907711,0.027548,0.000148,-0.000399,-1529.651367,-910.69635,-2013.926025,-1.22,0.77,0.82
0.095773,-0.35436,-9.907711,0.027548,0.000148,-0.000399,-1529.651367,-910.69635,-2013.926025,-1.23,0.78,0.82
0.086196,-0.373515,-9.888557,0.026616,0.000281,-0.001465,-1529.651367,-910.69635,-2013.926025,-1.23,0.78,0.82
0.090984,-0.373515,-9.883769,0.026882,0.00068,-0.000533,-1529.651367,-910.69635,-2013.926025,-1.24,0.78,0.82
0.095773,-0.35436,-9.888557,0.028081,0.000148,0.001731,-1529.651367,-910.69635,-2013.926025,-1.24,0.79,0.82
0.095773,-0.35436,-9.888557,0.028081,0.000148,0.001731,-1529.651367,-910.69635,-2013.926025,-1.25,0.79,0.83
0.086196,-0.359149,-9.912501,0.027548,0.000414,0,-1529.108398,-911.963256,-2012.349975,-1.25,0.79,0.83
0.081407,-0.368726,-9.893346,0.027814,-0.000385,0.000799,-1529.108398,-911.963256,-2012.349975,-1.26,0.8,0.83
0.081407,-0.368726,-9.893346,0.027814,-0.000385,0.000799,-1529.108398,-911.963256,-2012.349975,-1.26,0.8,0.83
0.090984,-0.363937,-9.87898,0.027415,0.000547,-0.000266,-1529.108398,-911.963256,-2012.349975,-1.27,0.8,0.83
0.081407,-0.359149,-9.907711,0.026616,0.000547,0.000533,-1529.108398,-911.963256,-2012.349975,-1.27,0.8,0.83
0.081407,-0.359149,-9.907711,0.026616,0.000547,0.000533,-1529.108398,-911.963256,-2012.349975,-1.28,0.81,0.83
0.07183,-0.363937,-9.888557,0.026882,-0.000119,0.000666,-1529.108398,-911.963256,-2012.349975,-1.28,0.81,0.83
0.081407,-0.349571,-9.874192,0.026882,0.000414,0.000266,-1529.108398,-911.963256,-2012.349975,-1.29,0.81,0.84
0.086196,-0.363937,-9.907711,0.027149,0.000547,-0.000399,-1529.470336,-909.429504,-2014.451416,-1.29,0.82,0.84
0.086196,-0.363937,-9.907711,0.027149,0.000547,-0.000399,-1529.470336,-909.429504,-2014.451416,-1.3,0.82,0.84
0.095773,-0.368726,-9.912501,0.026749,0.000015,-0.001065,-1529.470336,-909.429504,-2014.451416,-1.31,0.82,0.84
0.081407,-0.363937,-9.898135,0.025151,-0.000651,-0.001465,-1529.470336,-909.429504,-2014.451416,-1.31,0.83,0.84
0.081407,-0.363937,-9.898135,0.025151,-0.000651,-0.001465,-1529.470336,-909.429504,-2014.451416,-1.32,0.83,0.84
0.100562,-0.368726,-9.883769,0.024885,0.000148,-0.002264,-1529.470336,-909.429504,-2014.451416,-1.32,0.83,0.84
0.090984,-0.373515,-9.888557,0.02595,0.000148,-0.001864,-1529.470336,-909.429504,-2014.451416,-1.33,0.83,0.84
0.086196,-0.368726,-9.898135,0.026483,0.000281,-0.000932,-1529.470336,-909.429504,-2014.451416,-1.33,0.84,0.84
0.086196,-0.368726,-9.898135,0.026483,0.000281,-0.000932,-1529.470336,-909.429504,-2014.451416,-1.34,0.84,0.85
0.095773,-0.363937,-9.922078,0.02595,0.000015,-0.001065,-1529.832397,-910.153442,-2011.999633,-1.34,0.84,0.85
0.090984,-0.363937,-9.898135,0.026882,-0.000252,-0.002264,-1529.832397,-910.153442,-2011.999633,-1.35,0.85,0.85
0.090984,-0.363937,-9.898135,0.026882,-0.000252,-0.002264,-1529.832397,-910.153442,-2011.999633,-1.35,0.85,0.85
0.090984,-0.383092,-9.907711,0.027016,0.001213,-0.00253,-1529.832397,-910.153442,-2011.999633,-1.36,0.85,0.85
0.095773,-0.35436,-9.912501,0.02635,0.000015,-0.00253,-1529.832397,-910.153442,-2011.999633,-1.36,0.86,0.85
0.095773,-0.35436,-9.912501,0.02635,0.000015,-0.00253,-1529.832397,-910.153442,-2011.999633,-1.37,0.86,0.85
0.086196,-0.359149,-9.888557,0.025284,-0.000119,-0.001198,-1529.832397,-910.153442,-2011.999633,-1.37,0.86,0.85
0.095773,-0.363937,-9.898135,0.025817,0.000281,-0.001198,-1529.832397,-910.153442,-2011.999633,-1.38,0.86,0.85
0.086196,-0.368726,-9.893346,0.025817,-0.000252,-0.000799,-1529.832397,-910.153442,-2011.999633,-1.38,0.87,0.85
0.086196,-0.368726,-9.893346,0.025817,-0.000252,-0.000799,-1529.832397,-910.153442,-2011.999633,-1.38,0.87,0.86
0.062252,-0.35436,-9.926867,0.027282,-0.000518,-0.003329,-1530.375244,-910.334411,-2014.276245,-1.39,0.87,0.86
0.067041,-0.363937,-9.893346,0.026616,0.000015,-0.011185,-1530.375244,-910.334411,-2014.276245,-1.39,0.88,0.86
0.067041,-0.363937,-9.893346,0.026616,0.000015,-0.011185,-1530.375244,-910.334411,-2014.276245,-1.4,0.88,0.86
