5.641026,-0.287319,8.135912,-0.002389,-0.002125,0.004863,-14.659461,69.315719,-45.00687,-0.06,0,-0.04,,,,,,,
5.641026,-0.287319,8.135912,-0.002389,-0.002125,0.004863,-14.659461,69.315719,-45.00687,-0.09,-0.03,-0.09,,,,,,,
5.650604,-0.296896,8.121546,-0.009446,-0.007318,0.014317,-14.659461,69.315719,-45.00687,-0.13,-0.06,-0.14,,,,,,,
5.650604,-0.316051,8.131124,-0.011311,-0.008117,0.016048,-14.659461,69.315719,-45.00687,-0.17,-0.09,-0.19,,,,,,,
5.650604,-0.316051,8.131124,-0.011311,-0.008117,0.016048,-14.659461,69.315719,-45.00687,-0.21,-0.13,-0.24,,,,,,,
5.645815,-0.316051,8.140701,-0.007183,-0.004522,0.009923,-14.659461,69.315719,-45.00687,-0.25,-0.16,-0.28,,,,,,,
5.650604,-0.311262,8.102392,0.001606,0.000405,-0.002061,-15.383385,70.039642,-46.407859,-0.29,-0.19,-0.33,,,,,,,
5.650604,-0.311262,8.102392,0.001606,0.000405,-0.002061,-15.383385,70.039642,-46.407859,-0.33,-0.22,-0.38,,,,,,,
5.650604,-0.296896,8.102392,0.005867,0.003334,-0.01045,-15.383385,70.039642,-46.407859,-0.37,-0.25,-0.43,,,,,,,
5.641026,-0.287319,8.131124,0.009995,0.004533,-0.017108,-15.383385,70.039642,-46.407859,-0.41,-0.28,-0.47,,,,,,,
5.645815,-0.311262,8.150279,0.008397,0.00906,-0.003393,-15.383385,70.039642,-46.407859,-0.44,-0.31,-0.52,,,,,,,
5.645815,-0.311262,8.150279,0.008397,0.00906,-0.003393,-15.383385,70.039642,-46.407859,-0.48,-0.35,-0.57,,,,,,,
5.650604,-0.296896,8.116758,0.002139,-0.001593,-0.00792,-15.383385,70.039642,-46.407859,-0.52,-0.38,-0.62,,,,,,,
5.655393,-0.28253,8.126335,-0.005718,-0.000527,-0.003393,-15.383385,70.039642,-46.407859,-0.56,-0.41,-0.67,,,,,,,
5.655393,-0.28253,8.126335,-0.005718,-0.000527,-0.003393,-15.383385,70.039642,-46.407859,-0.6,-0.44,-0.71,,,,,,,
5.631449,-0.320839,8.10718,0.000541,-0.003457,0.017513,-15.383385,70.039642,-46.407859,-0.64,-0.47,-0.76,,,,,,,
5.655393,-0.296896,8.116758,-0.011044,-0.005188,0.003398,-15.021423,67.505912,-46.75811,-0.68,-0.51,-0.81,,,,,,,
5.655393,-0.296896,8.116758,-0.011044,-0.005188,0.003398,-15.021423,67.505912,-46.75811,-0.72,-0.54,-0.85,,,,,,,
5.641026,-0.28253,8.102392,0.002538,-0.004655,0.001933,-15.021423,67.505912,-46.75811,-0.76,-0.57,-0.9,,,,,,,
5.645815,-0.301685,8.126335,0.003736,0.007063,-0.002727,-15.021423,67.505912,-46.75811,-0.8,-0.61,-0.95,,,,,,,
5.636238,-0.339994,8.111969,0.014922,0.005199,-0.018973,-15.021423,67.505912,-46.75811,-0.84,-0.64,-0.99,,,,,,,
5.636238,-0.339994,8.111969,0.014922,0.005199,-0.018973,-15.021423,67.505912,-46.75811,-0.88,-0.67,-1.04,,,,,,,
5.645815,-0.292108,8.10718,0.030635,0.016783,-0.061184,-15.021423,67.505912,-46.75811,-0.92,-0.7,-1.08,,,,,,,
5.645815,-0.239432,8.140701,0.050476,0.030233,-0.067976,-15.021423,67.505912,-46.75811,-0.96,-0.74,-1.13,,,,,,,
5.645815,-0.239432,8.140701,0.050476,0.030233,-0.067976,-15.021423,67.505912,-46.75811,-1.01,-0.77,-1.18,,,,,,,
5.660181,-0.229855,8.150279,0.029436,0.019447,-0.034686,-15.745347,67.867874,-45.357116,-1.05,-0.8,-1.22,,,,,,,
5.660181,-0.225066,8.169433,-0.012775,-0.009982,0.021774,-15.745347,67.867874,-45.357116,-1.09,-0.84,-1.27,,,,,,,
5.660181,-0.225066,8.169433,-0.012775,-0.009982,0.021774,-15.745347,67.867874,-45.357116,-1.13,-0.87,-1.31,,,,,,,
5.645815,-0.258587,8.131124,-0.046465,-0.030222,0.068913,-15.745347,67.867874,-45.357116,-1.17,-0.9,-1.36,,,,,,,
5.626661,-0.292108,8.10718,-0.051125,-0.032752,0.078367,-15.745347,67.867874,-45.357116,-1.21,-0.94,-1.41,,,,,,,
5.636238,-0.311262,8.097603,-0.02982,-0.020368,0.043213,-15.745347,67.867874,-45.357116,-1.25,-0.97,-1.45,,,,,,,
5.636238,-0.311262,8.097603,-0.02982,-0.020368,0.043213,-15.745347,67.867874,-45.357116,-1.29,-1,-1.5,,,,,,,
5.650604,-0.306473,8.102392,0.000008,-0.001193,0.00473,-15.745347,67.867874,-45.357116,-1.33,-1.04,-1.55,,,,,,,
5.655393,-0.306473,8.121546,0.015321,0.011324,-0.012714,-14.297499,69.315719,-47.458606,-1.37,-1.07,-1.59,,,,,,,
5.655393,-0.306473,8.121546,0.015321,0.011324,-0.012714,-14.297499,69.315719,-47.458606,-1.41,-1.1,-1.64,,,,,,,
5.631449,-0.28253,8.121546,0.019982,0.012256,-0.028028,-14.297499,69.315719,-47.458606,-1.45,-1.14,-1.68,,,,,,,
5.636238,-0.244221,8.111969,0.014656,0.007063,-0.028028,-14.297499,69.315719,-47.458606,-1.49,-1.17,-1.73,,,,,,,
5.636238,-0.244221,8.111969,0.014656,0.007063,-0.028028,-14.297499,69.315719,-47.458606,-1.53,-1.21,-1.78,,,,,,,
5.645815,-0.277742,8.140701,0.004535,-0.000527,0.002999,-14.297499,69.315719,-47.458606,-1.57,-1.24,-1.82,,,,,,,
5.645815,-0.268164,8.14549,-0.024094,-0.010381,0.021774,-14.297499,69.315719,-47.458606,-1.61,-1.27,-1.87,,,,,,,
5.641026,-0.306473,8.131124,-0.020499,-0.016107,0.039351,-14.297499,69.315719,-47.458606,-1.65,-1.31,-1.91,,,,,,,
5.641026,-0.306473,8.131124,-0.020499,-0.016107,0.039351,-14.297499,69.315719,-47.458606,-1.69,-1.34,-1.96,,,,,,,
5.655393,-0.28253,8.111969,-0.022762,-0.009982,0.022307,-14.297499,69.315719,-47.458606,-1.73,-1.38,-2,,,,,,,
5.645815,-0.339994,8.116758,-0.001457,-0.003324,0.017646,-13.754556,68.772781,-46.933231,-1.77,-1.41,-2.05,,,,,,,
5.645815,-0.339994,8.116758,-0.001457,-0.003324,0.017646,-13.754556,68.772781,-46.933231,-1.81,-1.45,-2.1,,,,,,,
5.650604,-0.28253,8.102392,-0.001057,-0.001726,-0.010983,-13.754556,68.772781,-46.933231,-1.85,-1.48,-2.14,,,,,,,
5.660181,-0.292108,8.140701,0.006799,0.005065,-0.006988,-13.754556,68.772781,-46.933231,-1.89,-1.52,-2.19,,,,,,,
5.660181,-0.292108,8.140701,0.006799,0.005065,-0.006988,-13.754556,68.772781,-46.933231,-1.93,-1.55,-2.23,,,,,,,
5.645815,-0.28253,8.150279,0.003337,0.002669,-0.000463,-13.754556,68.772781,-46.933231,-1.97,-1.59,-2.28,,,,,,,
5.641026,-0.268164,8.135912,-0.005585,-0.004123,-0.00033,-13.754556,68.772781,-46.933231,-2.01,-1.62,-2.32,,,,,,,
5.641026,-0.268164,8.135912,-0.005585,-0.004123,-0.00033,-13.754556,68.772781,-46.933231,-2.05,-1.66,-2.37,,,,,,,
5.641026,-0.268164,8.14549,-0.007049,-0.003723,0.01192,-13.754556,68.772781,-46.933231,-2.09,-1.69,-2.41,,,,,,,
5.645815,-0.287319,8.126335,-0.015705,-0.008517,0.023239,-14.297499,68.591796,-47.458606,-2.13,-1.73,-2.46,,,,,,,
5.636238,-0.311262,8.14549,-0.015838,-0.012112,0.021508,-14.297499,68.591796,-47.458606,-2.17,-1.76,-2.5,,,,,,,
5.636238,-0.311262,8.14549,-0.015838,-0.012112,0.021508,-14.297499,68.591796,-47.458606,-2.21,-1.8,-2.55,,,,,,,
5.631449,-0.301685,8.126335,-0.004253,-0.003057,0.006461,-14.297499,68.591796,-47.458606,-2.25,-1.83,-2.59,,,,,,,
5.631449,-0.301685,8.111969,0.011327,0.00653,-0.012581,-14.297499,68.591796,-47.458606,-2.29,-1.87,-2.64,,,,,,,
5.631449,-0.301685,8.111969,0.011327,0.00653,-0.012581,-14.297499,68.591796,-47.458606,-2.33,-1.9,-2.68,,,,,,,
5.641026,-0.272953,8.150279,0.018118,0.012522,-0.029759,-14.297499,68.591796,-47.458606,-2.37,-1.94,-2.72,,,,,,,
5.636238,-0.277742,8.140701,0.023577,0.013454,-0.032022,-14.297499,68.591796,-47.458606,-2.41,-1.97,-2.77,,,,,,,
5.636238,-0.277742,8.140701,0.023577,0.013454,-0.032022,-14.297499,68.591796,-47.458606,-2.45,-2.01,-2.81,,,,,,,
5.660181,-0.268164,8.140701,0.012658,0.008394,-0.020704,-16.28829,68.772781,-46.933231,-2.49,-2.04,-2.86,,,,,,,
5.636238,-0.277742,8.111969,0.002005,0.000005,-0.001529,-16.28829,68.772781,-46.933231,-2.53,-2.08,-2.9,,,,,,,
5.641026,-0.277742,8.116758,-0.00665,-0.003457,0.006328,-16.28829,68.772781,-46.933231,-2.57,-2.11,-2.94,,,,,,,
5.641026,-0.277742,8.116758,-0.00665,-0.003457,0.006328,-16.28829,68.772781,-46.933231,-2.62,-2.15,-2.99,,,,,,,
5.641026,-0.268164,8.135912,-0.005984,-0.003324,0.013119,-16.28829,68.772781,-46.933231,-2.66,-2.18,-3.03,,,,,,,
5.650604,-0.28253,8.135912,-0.009713,-0.005587,0.011521,-16.28829,68.772781,-46.933231,-2.7,-2.22,-3.07,,,,,,,
5.650604,-0.28253,8.135912,-0.009713,-0.005587,0.011521,-16.28829,68.772781,-46.933231,-2.74,-2.25,-3.12,,,,,,,
5.645815,-0.277742,8.126335,-0.010645,-0.005587,0.01485,-16.28829,68.772781,-46.933231,-2.78,-2.29,-3.16,,,,,,,
5.655393,-0.292108,8.116758,-0.007049,-0.003191,0.015116,-15.745347,69.67768,-46.75811,-2.82,-2.32,-3.2,,,,,,,
5.655393,-0.292108,8.116758,-0.007049,-0.003191,0.015116,-15.745347,69.67768,-46.75811,-2.86,-2.36,-3.25,,,,,,,
5.650604,-0.292108,8.10718,-0.003987,-0.002658,0.003798,-15.745347,69.67768,-46.75811,-2.9,-2.4,-3.29,,,,,,,
5.636238,-0.277742,8.135912,0.002005,-0.001593,-0.006322,-15.745347,69.67768,-46.75811,-2.94,-2.43,-3.33,,,,,,,
5.631449,-0.28253,8.116758,0.005601,0.002535,-0.008586,-15.745347,69.67768,-46.75811,-2.98,-2.47,-3.38,,,,,,,
5.631449,-0.28253,8.116758,0.005601,0.002535,-0.008586,-15.745347,69.67768,-46.75811,-3.02,-2.5,-3.42,,,,,,,
5.641026,-0.272953,8.155067,0.008131,0.003867,-0.011249,-15.745347,69.67768,-46.75811,-3.06,-2.54,-3.46,,,,,,,
5.655393,-0.253798,8.164645,0.001473,0.000804,-0.003526,-15.745347,69.67768,-46.75811,-3.1,-2.57,-3.51,,,,,,,
