AcclerometerX,AcclerometerY,AcclerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,MagnetometerX,MagnetometerY,MagnetometerZ,Roll,Pitch,Yaw
-9.682645,0.004789,0.445344,0.033916,-0.001756,0.021215,21.8987,49.40781,-35.199924,-0.28,-0.27,-0.55
-9.682645,0.004789,0.445344,0.033916,-0.001756,0.021215,21.8987,49.40781,-35.199924,-0.29,-0.27,-0.55
-9.682645,-0.004789,0.45971,0.034449,-0.000691,0.016954,21.8987,49.40781,-35.199924,-0.29,-0.28,-0.56
-9.682645,0.014366,0.464499,0.034182,-0.000292,0.026142,21.8987,49.40781,-35.199924,-0.29,-0.28,-0.57
-9.682645,0.014366,0.464499,0.034182,-0.000292,0.026142,21.8987,49.40781,-35.199924,-0.3,-0.28,-0.57
-9.692223,0.004789,0.469287,0.033783,-0.001357,0.023079,21.8987,49.40781,-35.199924,-0.3,-0.28,-0.58
-9.677857,0.014366,0.430978,0.033916,0.000774,0.022413,21.355756,49.950756,-36.075546,-0.3,-0.29,-0.58
-9.677857,0.014366,0.430978,0.033916,0.000774,0.022413,21.355756,49.950756,-36.075546,-0.3,-0.29,-0.59
-9.711378,0.009577,0.440556,0.033383,-0.001756,0.017353,21.355756,49.950756,-36.075546,-0.31,-0.29,-0.59
-9.677857,-0.009577,0.445344,0.033383,0.000241,0.016554,21.355756,49.950756,-36.075546,-0.31,-0.29,-0.6
-9.677857,-0.009577,0.445344,0.033383,0.000241,0.016554,21.355756,49.950756,-36.075546,-0.31,-0.3,-0.61
-9.7018,0.009577,0.464499,0.033117,0.000241,0.026675,21.355756,49.950756,-36.075546,-0.32,-0.3,-0.61
-9.706589,0.014366,0.454922,0.034049,-0.000158,0.02481,21.355756,49.950756,-36.075546,-0.32,-0.3,-0.62
-9.692223,0.014366,0.445344,0.033783,0.000108,0.019351,21.355756,49.950756,-36.075546,-0.32,-0.3,-0.62
-9.692223,0.014366,0.445344,0.033783,0.000108,0.019351,21.355756,49.950756,-36.075546,-0.32,-0.31,-0.63
-9.692223,-0.004789,0.469287,0.03365,-0.001091,0.022147,21.355756,49.950756,-36.075546,-0.33,-0.31,-0.63
-9.7018,0.023943,0.430978,0.03365,-0.000691,0.021215,21.355756,47.055057,-31.172073,-0.33,-0.31,-0.64
-9.7018,0.023943,0.430978,0.03365,-0.000691,0.021215,21.355756,47.055057,-31.172073,-0.33,-0.32,-0.64
-9.687434,0.009577,0.440556,0.033516,-0.000957,0.01722,21.355756,47.055057,-31.172073,-0.33,-0.32,-0.65
-9.692223,0.014366,0.469287,0.033783,-0.001091,0.018818,21.355756,47.055057,-31.172073,-0.34,-0.32,-0.66
-9.692223,0.014366,0.469287,0.033783,-0.001091,0.018818,21.355756,47.055057,-31.172073,-0.34,-0.32,-0.66
-9.7018,0.004789,0.445344,0.034049,0.001173,0.022147,21.355756,47.055057,-31.172073,-0.34,-0.33,-0.67
-9.716166,0,0.440556,0.034182,-0.001357,0.02228,21.355756,47.055057,-31.172073,-0.35,-0.33,-0.67
-9.716166,0,0.440556,0.034182,-0.001357,0.02228,21.355756,47.055057,-31.172073,-0.35,-0.33,-0.68
-9.7018,-0.004789,0.430978,0.034449,-0.000158,0.019084,21.355756,47.055057,-31.172073,-0.35,-0.33,-0.69
-9.697011,0,0.445344,0.034981,-0.000025,0.020816,22.079681,46.693096,-31.522321,-0.35,-0.33,-0.69
-9.697011,0,0.445344,0.034981,-0.000025,0.020816,22.079681,46.693096,-31.522321,-0.36,-0.34,-0.7
-9.7018,0.004789,0.450133,0.034449,-0.000957,0.021082,22.079681,46.693096,-31.522321,-0.36,-0.34,-0.7
-9.7018,0.004789,0.440556,0.034715,0.000507,0.020816,22.079681,46.693096,-31.522321,-0.36,-0.34,-0.71
-9.692223,0.004789,0.435767,0.034715,-0.001224,0.016821,22.079681,46.693096,-31.522321,-0.36,-0.34,-0.72
-9.692223,0.004789,0.435767,0.034715,-0.001224,0.016821,22.079681,46.693096,-31.522321,-0.37,-0.35,-0.72
-9.697011,0.014366,0.450133,0.034848,-0.000292,0.019084,22.079681,46.693096,-31.522321,-0.37,-0.35,-0.73
-9.687434,0.004789,0.474076,0.033516,0.000108,0.023479,22.079681,46.693096,-31.522321,-0.37,-0.35,-0.73
-9.687434,0.004789,0.474076,0.033516,0.000108,0.023479,22.079681,46.693096,-31.522321,-0.37,-0.35,-0.74
-9.677857,0.019155,0.435767,0.033783,-0.00149,0.018685,21.71772,47.417018,-31.522321,-0.38,-0.36,-0.75
-9.740109,-0.047886,0.45971,0.034449,0.000907,0.018152,21.71772,47.417018,-31.522321,-0.38,-0.36,-0.75
-9.740109,-0.047886,0.45971,0.034449,0.000907,0.018152,21.71772,47.417018,-31.522321,-0.38,-0.36,-0.76
-9.682645,0.057464,0.435767,0.036579,0.003437,0.043053,21.71772,47.417018,-31.522321,-0.38,-0.36,-0.76
-9.697011,0.014366,0.474076,0.032717,-0.006816,-0.003286,21.71772,47.417018,-31.522321,-0.39,-0.37,-0.77
-9.697011,0.014366,0.474076,0.032717,-0.006816,-0.003286,21.71772,47.417018,-31.522321,-0.39,-0.37,-0.78
-9.687434,-0.043098,0.474076,0.033516,0.004103,0.002839,21.71772,47.417018,-31.522321,-0.39,-0.37,-0.78
-9.725744,0.043098,0.478865,0.034582,-0.001623,0.05304,21.71772,47.417018,-31.522321,-0.39,-0.37,-0.79
-9.682645,0.009577,0.469287,0.033383,0.001306,0.014158,21.71772,47.417018,-31.522321,-0.4,-0.38,-0.79
-9.682645,0.009577,0.469287,0.033383,0.001306,0.014158,21.71772,47.417018,-31.522321,-0.4,-0.38,-0.8
-9.687434,0,0.454922,0.032318,-0.001224,0.009364,21.174776,45.788192,-32.748188,-0.4,-0.38,-0.81
-9.692223,0.009577,0.454922,0.03325,-0.002422,0.023612,21.174776,45.788192,-32.748188,-0.41,-0.38,-0.81
-9.692223,0.009577,0.454922,0.03325,-0.002422,0.023612,21.174776,45.788192,-32.748188,-0.41,-0.39,-0.82
-9.692223,0.019155,0.45971,0.033916,0.00064,0.017753,21.174776,45.788192,-32.748188,-0.41,-0.39,-0.82
-9.692223,0,0.464499,0.032851,-0.003221,0.015755,21.174776,45.788192,-32.748188,-0.41,-0.39,-0.83
-9.692223,0,0.464499,0.032851,-0.003221,0.015755,21.174776,45.788192,-32.748188,-0.42,-0.39,-0.84
