0.105350,9.840671,1.221105,0.000762,-0.003874,-0.001433,-24.975378,30.404808,-58.491416,-0.04,0.05,-0.02
0.105350,9.840671,1.221105,0.000762,-0.003874,-0.001433,-24.975378,30.404808,-58.491416,-0.10,0.02,-0.04
0.105350,9.835883,1.206739,0.000895,-0.002941,-0.001166,-24.975378,30.404808,-58.491416,-0.16,-0.01,-0.06
0.095773,9.840671,1.197162,0.004091,-0.003075,-0.000767,-24.975378,30.404808,-58.491416,-0.22,-0.03,-0.08
0.095773,9.840671,1.197162,0.004091,-0.003075,-0.000767,-24.975378,30.404808,-58.491416,-0.28,-0.06,-0.10
0.100562,9.855037,1.216316,-0.000969,-0.002941,-0.000234,-24.975378,30.404808,-58.491416,-0.35,-0.09,-0.12
0.110139,9.831093,1.197162,-0.001902,-0.001876,-0.001033,-26.061264,30.766769,-58.841667,-0.41,-0.12,-0.14
0.110139,9.831093,1.197162,-0.001902,-0.001876,-0.001033,-26.061264,30.766769,-58.841667,-0.47,-0.14,-0.16
0.095773,9.835883,1.192373,0.004890,-0.003341,-0.000368,-26.061264,30.766769,-58.841667,-0.53,-0.17,-0.17
0.086196,9.859826,1.149275,-0.000304,0.008510,0.000431,-26.061264,30.766769,-58.841667,-0.59,-0.20,-0.19
0.100562,9.845459,1.225894,-0.006695,0.051654,0.005358,-26.061264,30.766769,-58.841667,-0.65,-0.23,-0.21
0.100562,9.845459,1.225894,-0.006695,0.051654,0.005358,-26.061264,30.766769,-58.841667,-0.71,-0.25,-0.23
0.100562,9.859826,1.230682,-0.008959,0.012505,0.001497,-26.061264,30.766769,-58.841667,-0.77,-0.28,-0.25
0.105350,9.840671,1.206739,0.006354,-0.002143,0.000032,-26.061264,30.766769,-58.841667,-0.83,-0.31,-0.27
0.105350,9.840671,1.206739,0.006354,-0.002143,0.000032,-26.061264,30.766769,-58.841667,-0.89,-0.34,-0.29
0.086196,9.840671,1.201951,-0.003233,-0.002409,-0.000101,-26.061264,30.766769,-58.841667,-0.95,-0.37,-0.31
0.100562,9.845459,1.201951,-0.002434,-0.003740,-0.000101,-24.975378,30.042844,-59.542160,-1.01,-0.39,-0.32
0.100562,9.845459,1.201951,-0.002434,-0.003740,-0.000101,-24.975378,30.042844,-59.542160,-1.07,-0.42,-0.34
