,44.340343,44.702304,-45.357116,-11.87,-42.85,-16.27,,,,,,,,,,
0.090984,-7.767186,5.837361,0.003698,0.000538,0.00072,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.086196,-7.762397,5.84215,0.002499,0.000671,0.000055,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.086196,-7.762397,5.84215,0.002499,0.000671,0.000055,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.076618,-7.757609,5.851727,0.000901,0.000671,-0.000079,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.07183,-7.767186,5.837361,0.001301,0.000138,-0.000744,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.081407,-7.762397,5.851727,0.000502,0.000671,-0.000878,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.081407,-7.762397,5.851727,0.000502,0.000671,-0.000878,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.076618,-7.771975,5.846939,0.002899,-0.000527,-0.000212,41.98759,46.693096,-44.831745,-11.88,-42.87,-16.27,,,,,
0.076618,-7.776763,5.822995,-0.001362,0.000405,0.00072,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.076618,-7.776763,5.822995,-0.001362,0.000405,0.00072,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.081407,-7.767186,5.846939,-0.000297,0.00147,0.000454,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.062252,-7.781552,5.84215,0.001834,0.000804,0.001386,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.062252,-7.781552,5.84215,0.001834,0.000804,0.001386,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.076618,-7.791129,5.832572,-0.000696,0.000538,-0.000611,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.095773,-7.762397,5.866093,-0.000297,0.000671,0.000055,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.076618,-7.762397,5.837361,0.003432,0.000405,-0.000212,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.076618,-7.762397,5.837361,0.003432,0.000405,-0.000212,45.064266,46.512115,-43.605876,-11.88,-42.87,-16.27,,,,,
0.076618,-7.75282,5.813418,-0.004292,0.001071,0.000454,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.090984,-7.75282,5.818207,-0.004159,0.000538,0.000321,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.090984,-7.75282,5.818207,-0.004159,0.000538,0.000321,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.062252,-7.786341,5.87567,0.008758,0.000671,0.000188,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.076618,-7.771975,5.837361,-0.00336,0.000405,0.000055,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.090984,-7.771975,5.84215,0.005429,0.000272,0.000055,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.090984,-7.771975,5.84215,0.005429,0.000272,0.000055,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.081407,-7.762397,5.837361,-0.002161,0.001071,-0.000744,43.43544,47.778984,-45.532241,-11.88,-42.87,-16.27,,,,,
0.100562,-7.776763,5.818207,-0.002028,0.000138,0.000454,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.100562,-7.776763,5.818207,-0.002028,0.000138,0.000454,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.095773,-7.771975,5.846939,-0.002028,0.000405,0.000188,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.062252,-7.771975,5.866093,0.000103,0.000005,0.000188,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.062252,-7.771975,5.866093,0.000103,0.000005,0.000188,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.086196,-7.762397,5.832572,0.002233,-0.000128,-0.000079,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.090984,-7.762397,5.827784,0.009291,0.001603,0.000454,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.086196,-7.767186,5.84215,-0.000031,0.000937,0.00112,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.086196,-7.767186,5.84215,-0.000031,0.000937,0.00112,42.168571,47.959964,-44.65662,-11.88,-42.88,-16.27,,,,,
0.086196,-7.757609,5.837361,-0.003892,0.000671,0.001253,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.086196,-7.781552,5.818207,0.01475,0.000538,-0.001011,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.086196,-7.781552,5.818207,0.01475,0.000538,-0.001011,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.076618,-7.776763,5.832572,0.001035,0.000005,0.000055,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.081407,-7.776763,5.818207,-0.00336,0.000937,0.000454,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.081407,-7.776763,5.818207,-0.00336,0.000937,0.000454,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.090984,-7.762397,5.846939,0.006228,0.001071,0.000587,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.095773,-7.776763,5.832572,0.000369,0.000937,0.000454,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.086196,-7.771975,5.822995,-0.000696,0.000405,0.000587,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.086196,-7.771975,5.822995,-0.000696,0.000405,0.000587,43.43544,45.969173,-45.181991,-11.88,-42.88,-16.27,,,,,
0.100562,-7.776763,5.822995,0.003432,0.000405,0.000188,43.978382,47.236038,-45.357116,-11.88,-42.88,-16.27,,,,,
0.086196,-7.771975,5.851727,0.002366,0.000538,0.000854,43.978382,47.236038,-45.357116,-11.88,-42.88,-16.27,,,,,
0.086196,-7.771975,5.851727,0.002366,0.000538,0.000854,43.978382,47.236038,-45.357116,-11.88,-42.88,-16.27,,,,,
0.090984,-7.767186,5.822995,-0.001629,0.000005,-0.000212,43.978382,47.236038,-45.357116,-11.88,-42.88,-16.27,,,,,
0.090984,-7.776763,5.84215,0.003032,0.000005,0.000587,43.978382.7186,5.856516,0.002366,0.001071,-0.000611,42.349552,45.24525,-45.882488,-11.94,-43.09,-16.26
0.081407,-7.767186,5.856516,0.002366,0.001071,-0.000611,42.349552,45.24525,-45.882488,-11.94,-43.09,-16.26,,,,,
0.086196,-7.757609,5.880459,0.001168,0.000538,-0.000212,42.349552,45.24525,-45.882488,-11.94,-43.09,-16.26,,,,,
0.081407,-7.75282,5.846939,-0.000963,0.000272,-0.000345,42.349552,45.24525,-45.882488,-11.94,-43.09,-16.26,,,,,
0.081407,-7.75282,5.846939,-0.000963,0.000272,-0.000345,42.349552,45.24525,-45.882488,-11.94,-43.09,-16.26,,,,,
0.07183,-7.762397,5.861304,0.001035,0.000804,0.000854,42.349552,45.24525,-45.882488,-11.94,-43.09,-16.26,,,,,
0.081407,-7.757609,5.84215,-0.004425,0.000538,0.00072,43.978382,45.426231,-44.65662,-11.94,-43.09,-16.26,,,,,
0.095773,-7.762397,5.84215,0.003032,0.000405,0.000587,43.978382,45.426231,-44.65662,-11.94,-43.09,-16.26,,,,,
0.095773,-7.762397,5.84215,0.003032,0.000405,0.000587,43.978382,45.426231,-44.65662,-11.94,-43.09,-16.26,,,,,
0.07183,-7.771975,6.000175,0.000635,0.000804,-0.000878,43.978382,45.426231,-44.65662,-11.94,-43.09,-16.26,,,,,
0.081407,-7.781552,5.808629,-0.29791,0.001736,0.00072,43.978382,45.426231,-44.65662,-11.94,-43.11,-16.26,,,,,
0.081407,-7.781552,5.808629,-0.29791,0.001736,0.00072,43.978382,45.426231,-44.65662,-11.94,-43.12,-16.26,,,,,
0.296896,-8.53337,4.941884,-0.501511,0.085894,-0.059734,43.978382,45.426231,-44.65662,-11.94,-43.15,-16.26,,,,,
0.512385,-8.930828,4.084716,-0.906185,0.015452,-0.003674,43.978382,45.426231,-44.65662,-11.94,-43.2,-16.26,,,,,
0.512385,-8.930828,4.084716,-0.906185,0.015452,-0.003674,43.978382,45.426231,-44.65662,-11.94,-43.26,-16.26,,,,,
0.081407,-8.150279,5.98102,-0.988478,-0.281096,0.423903,43.978382,45.426231,-44.65662,-11.94,-43.31,-16.23,,,,,
-0.670411,-7.47029,6.857343,-0.759443,-0.305331,0.347203,43.43544,45.607212,-45.181991,-11.94,-43.36,-16.21,,,,,
-0.225066,-7.834227,5.636238,-0.637068,-0.089878,0.102188,43.43544,45.607212,-45.181991,-11.93,-43.39,-16.2,,,,,
-0.225066,-7.834227,5.636238,-0.637068,-0.089878,0.102188,43.43544,45.607212,-45.181991,-11.93,-43.43,-16.19,,,,,
2.767838,-9.716166,2.911498,-0.296179,-0.13675,0.061575,43.43544,45.607212,-45.181991,-11.94,-43.45,-16.18,,,,,
1.254626,-7.963521,5.143007,-0.547984,-0.500277,0.11364,43.43544,45.607212,-45.181991,-11.96,-43.48,-16.16,,,,,
1.254626,-7.963521,5.143007,-0.547984,-0.500277,0.11364,43.43544,45.607212,-45.181991,-11.97,-43.52,-16.14,,,,,
1.211528,-8.456751,5.032868,-0.47195,-0.636633,0.221633,43.43544,45.607212,-45.181991,-11.99,-43.55,-16.1,,,,,
0.330417,-8.480695,4.855689,-0.443321,-0.731443,0.418444,43.43544,45.607212,-45.181991,-12.01,-43.58,-16.06,,,,,
0.330417,-8.480695,4.855689,-0.443321,-0.731443,0.418444,43.43544,45.607212,-45.181991,-12.02,-43.61,-16.01,,,,,
-0.368726,-8.624355,4.419921,-0.324542,-0.83624,0.514851,45.064266,46.874076,-41.15414,-12.03,-43.64,-15.95,,,,,
-3.227548,-7.968309,5.27709,-0.109621,-0.823989,0.527235,45.064266,46.874076,-41.15414,-12.05,-43.65,-15.9,,,,,
-0.359149,-8.212531,5.090332,0.188657,-0.365919,0.599674,45.064266,46.874076,-41.15414,-12.04,-43.63,-15.86,,,,,
-0.359149,-8.212531,5.090332,0.188657,-0.365919,0.599674,45.064266,46.874076,-41.15414,-12.03,-43.62,-15.82,,,,,
-1.254626,-8.135912,5.315399,0.037654,-0.171239,0.51352,45.064266,46.874076,-41.15414,-12.02,-43.61,-15.79,,,,,
0.229855,-5.84215,4.300205,0.096377,-0.008384,0.33149,45.064266,46.874076,-41.15414,-12,-43.61,-15.78,,,,,
0.229855,-5.84215,4.300205,0.096377,-0.008384,0.33149,45.064266,46.874076,-41.15414,-11.99,-43.6,-15.77,,,,,
-0.114928,-8.595623,5.320187,-0.155562,-0.017705,-1.076411,45.064266,46.874076,-41.15414,-12.04,-43.62,-15.81,,,,,
0.186757,-8.57168,4.817379,-0.151833,0.276579,-0.287039,43.61642,46.150154,-43.25563,-12.04,-43.63,-15.83,,,,,
0.186757,-8.57168,4.817379,-0.151833,0.276579,-0.287039,43.61642,46.150154,-43.25563,-12.04,-43.64,-15.85,,,,,
-0.167603,-8.619565,4.664143,-0.035318,0.092552,-0.064395,43.61642,46.150154,-43.25563,-12.04,-43.64,-15.86,,,,,
0.770972,-8.269994,5.181316,-0.2545,0.199213,-0.112066,43.61642,46.150154,-43.25563,-12.03,-43.65,-15.87,,,,,
0.612947,-8.461541,4.668931,-0.282596,0.168187,-0.092891,43.61642,46.150154,-43.25563,-12.03,-43.67,-15.88,,,,,
0.612947,-8.461541,4.668931,-0.282596,0.168187,-0.092891,43.61642,46.150154,-43.25563,-12.02,-43.68,-15.89,,,,,
0.134082,-8.509427,4.640199,-0.174337,0.035426,-0.020053,43.61642,46.150154,-43.25563,-12.02,-43.69,-15.9,,,,,
-0.881111,-8.456751,4.826957,-0.078196,-0.206393,0.110844,43.61642,46.150154,-43.25563,-12.03,-43.7,-15.88,,,,,
-0.881111,-8.456751,4.826957,-0.078196,-0.206393,0.110844,43.61642,46.150154,-43.25563,-12.03,-43.7,-15.87,,,,,
-0.225066,-8.423232,4.712029,-0.07966,0.080833,-0.043888,44.159362,47.778984,-42.730258,-12.03,-43.71,-15.88,,,,,
0.402246,-8.6052,4.573158,-0.034785,-0.007851,0.000321,44.159362,47.778984,-42.730258,-12.03,-43.71,-15.88,,,,,
0.402246,-8.6052,4.573158,-0.034785,-0.007851,0.000321,44.159362,47.778984,-42.730258,-12.03,-43.71,-15.88,,,,,
-0.287319,-8.030562,5.516522,-0.080459,0.013188,-0.007935,44.159362,47.778984,-42.730258,-12.03,-43.72,-15.88,,,,,
0.330417,-8.691395,4.568369,0.130733,0.279375,-0.150416,44.159362,47.778984,-42.730258,-12.03,-43.71,-15.89,,,,,
0.45971,-9.06491,4.127814,0.174409,0.163659,0.170633,44.159362,47.778984,-42.730258,-12.01,-43.7,-15.89,,,,,
0.45971,-9.06491,4.127814,0.174409,0.163659,0.170633,44.159362,47.778984,-42.730258,-12,-43.68,-15.89,,,,,
0.028732,-8.763225,4.276262,0.069745,-0.046334,0.577969,44.159362,47.778984,-42.730258,-11.98,-43.67,-15.87,,,,,
0.287319,-8.973926,4.621045,-0.243181,-0.051927,0.329226,44.159362,47.778984,-42.730258,-11.97,-43.68,-15.85,,,,,
0.287319,-8.973926,4.621045,-0.243181,-0.051927,0.329226,44.159362,47.778984,-42.730258,-11.95,-43.7,-15.84,,,,,
-0.129293,-9.069699,4.640199,-0.579144,0.145416,-0.721007,43.978382,46.874076,-44.306373,-11.98,-43.74,-15.87,,,,,
-0.17718,-8.384922,4.74555,-0.629212,0.039288,-0.813687,43.978382,46.874076,-44.306373,-12.01,-43.78,-15.91,,,,,
-0.17718,-8.384922,4.74555,-0.629212,0.039288,-0.813687,43.978382,46.874076,-44.306373,-12.04,-43.83,-15.94,,,,,
0.067041,-8.835055,4.879631,-0.547984,-0.269244,-0.387841,43.978382,46.874076,-44.306373,-12.07,-43.86,-15.95,,,,,
0.699142,-10.400942,4.644988,-0.568891,-0.433298,-0.28837,43.978382,46.874076,-44.306373,-12.1,-43.91,-15.94,,,,,
0.632101,-11.708244,4.39119,-1.04587,-0.370446,-0.794245,43.978382,46.874076,-44.306373,-12.15,-43.98,-15.96,,,,,
0.632101,-11.708244,4.39119,-1.04587,-0.370446,-0.794245,43.978382,46.874076,-44.306373,-12.2,-44.05,-15.98,,,,,
0.627313,-10.975581,4.53006,-1.709007,-0.159654,-1.338471,43.978382,46.874076,-44.306373,-12.26,-44.17,-16.03,,,,,
0.445344,-9.127162,4.453442,-1.912875,-0.066575,-0.795044,46.693096,53.570373,-45.181991,-12.3,-44.29,-16.06,,,,,
0.445344,-9.127162,4.453442,-1.912875,-0.066575,-0.795044,46.693096,53.570373,-45.181991,-12.33,-44.41,-16.09,,,,,
0.306473,-9.165472,3.974577,-1.600482,-0.095604,0.229623,46.693096,53.570373,-45.181991,-12.33,-44.5,-16.07,,,,,
-0.172391,-10.372211,3.639372,-1.305266,-0.047267,0.532828,46.693096,53.570373,-45.181991,-12.31,-44.57,-16.05,,,,,
-0.569849,-10.649952,3.567542,-1.454006,0.094416,0.310051,46.693096,53.570373,-45.181991,-12.29,-44.65,-16.04,,,,,
-0.569849,-10.649952,3.567542,-1.454006,0.094416,0.310051,46.693096,53.570373,-45.181991,-12.27,-44.73,-16.03,,,,,
-0.038309,-10.013062,3.083889,-1.849225,0.358073,-0.409146,46.693096,53.570373,-45.181991,-12.28,-44.83,-16.06,,,,,
0.866745,-8.849421,2.494885,-2.011414,0.626257,-1.053242,46.693096,53.570373,-45.181991,-12.29,-44.95,-16.13,,,,,
0.866745,-8.849421,2.494885,-2.011414,0.626257,-1.053242,46.693096,53.570373,-45.181991,-12.31,-45.07,-16.2,,,,,
1.465326,-8.317881,1.91067,-1.972664,0.654887,-1.257509,49.58879,53.208412,-39.928272,-12.34,-45.19,-16.28,,,,,
1.355187,-9.553352,1.422228,-1.811407,0.409339,-0.7519,49.58879,53.208412,-39.928272,-12.35,-45.3,-16.32,,,,,
1.355187,-9.553352,1.422228,-1.811407,0.409339,-0.7519,49.58879,53.208412,-39.928272,-12.37,-45.41,-16.37,,,,,
0.747029,-10.54939,1.494058,-1.775853,0.439966,-0.411011,49.58879,53.208412,-39.928272,-12.37,-45.51,-16.4,,,,,
1.201951,-10.065737,1.532367,-2.060949,0.403347,-0.507152,49.58879,53.208412,-39.928272,-12.37,-45.63,-16.44,,,,,
1.565888,-9.452791,0.81407,-2.150033,0.436105,-0.72913,49.58879,53.208412,-39.928272,-12.38,-45.76,-16.49,,,,,
1.565888,-9.452791,0.81407,-2.150033,0.436105,-0.72913,49.58879,53.208412,-39.928272,-12.4,-45.89,-16.54,,,,,
2.518829,-9.270822,-0.191546,-2.062547,0.372587,-0.449893,49.58879,53.208412,-39.928272,-12.4,-46.01,-16.57,,,,,
2.581081,-9.7018,-0.689565,-1.898094,0.342759,-0.01659,49.58879,53.208412,-39.928272,-12.39,-46.11,-16.58,,,,,
2.581081,-9.7018,-0.689565,-1.898094,0.342759,-0.01659,49.58879,53.208412,-39.928272,-12.37,-46.22,-16.6,,,,,
2.092639,-9.993907,-0.627313,-1.946298,0.299083,0.098859,49.226829,55.018222,-32.222816,-12.36,-46.32,-16.61,,,,,
1.393496,-9.764053,-0.876322,-2.049631,0.48351,-0.016191,49.226829,55.018222,-32.222816,-12.34,-46.44,-16.63,,,,,
1.393496,-9.764053,-0.876322,-2.049631,0.48351,-0.016191,49.226829,55.018222,-32.222816,-12.32,-46.55,-16.65,,,,,
1.580254,-9.41927,-1.503635,-2.160952,0.624926,-0.137633,49.226829,55.018222,-32.222816,-12.3,-46.67,-16.68,,,,,
2.648122,-9.266034,-2.097428,-2.357763,0.536507,-0.293563,49.226829,55.018222,-32.222816,-12.29,-46.8,-16.71,,,,,
2.475731,-9.108008,-2.293762,-2.409695,0.251811,-0.085168,49.226829,55.018222,-32.222816,-12.28,-46.94,-16.73,,,,,
2.475731,-9.108008,-2.293762,-2.409695,0.251811,-0.085168,49.226829,55.018222,-32.222816,-12.28,-47.07,-16.74,,,,,
1.996866,-8.57168,-2.269819,-2.352437,0.033162,0.163442,49.226829,55.018222,-32.222816,-12.27,-47.21,-16.74,,,,,
2.193201,-8.255629,-2.820513,-2.313287,0.138625,0.148395,45.788192,52.66547,-23.291492,-12.26,-47.33,-16.74,,,,,
2.193201,-8.255629,-2.820513,-2.313287,0.138625,0.148395,45.788192,52.66547,-23.291492,-12.25,-47.46,-16.74,,,,,
