,44.340343,44.702304,-45.357116,-11.87,-42.85,-16.27,,,,,,,,,,
1.786165,-8.839843,-3.366419,-2.295977,0.418794,0.149593,45.788192,52.66547,-23.291492,-12.22,-47.59,-16.75,,,,,
1.312089,-6.689741,-4.103871,-2.355766,0.485507,0.134813,45.788192,52.66547,-23.291492,-12.2,-47.72,-16.76,,,,,
1.312089,-6.689741,-4.103871,-2.355766,0.485507,0.134813,45.788192,52.66547,-23.291492,-12.17,-47.85,-16.78,,,,,
1.848418,-5.84215,-4.357669,-2.03951,0.379645,0.842825,45.788192,52.66547,-23.291492,-12.12,-47.95,-16.76,,,,,
2.303339,-7.479867,-4.984982,-1.753083,0.222915,0.974254,45.788192,52.66547,-23.291492,-12.07,-48.03,-16.73,,,,,
1.498847,-6.986637,-4.721606,-1.703281,0.020246,0.67997,45.788192,52.66547,-23.291492,-12.04,-48.12,-16.71,,,,,
1.498847,-6.986637,-4.721606,-1.703281,0.020246,0.67997,45.788192,52.66547,-23.291492,-12,-48.21,-16.68,,,,,
1.431806,-6.488617,-5.674547,-1.530439,-0.026893,0.370905,45.426231,46.874076,-20.489507,-11.99,-48.29,-16.67,,,,,
1.283357,-6.19651,-5.918768,-1.419917,0.024107,0.069697,45.426231,46.874076,-20.489507,-11.98,-48.38,-16.67,,,,,
1.283357,-6.19651,-5.918768,-1.419917,0.024107,0.069697,45.426231,46.874076,-20.489507,-11.98,-48.46,-16.67,,,,,
1.604197,-7.446347,-6.028907,-1.29195,-0.177231,0.283552,45.426231,46.874076,-20.489507,-11.98,-48.53,-16.65,,,,,
2.025598,-8.059294,-5.808629,-1.278101,-0.281895,0.288213,45.426231,46.874076,-20.489507,-11.97,-48.6,-16.62,,,,,
1.441383,-8.064083,-6.081582,-1.280631,0.062324,0.074092,45.426231,46.874076,-20.489507,-11.97,-48.67,-16.62,,,,,
1.441383,-8.064083,-6.081582,-1.280631,0.062324,0.074092,45.426231,46.874076,-20.489507,-11.96,-48.75,-16.62,,,,,
1.479692,-6.847766,-6.65622,-1.303268,0.13716,-0.163333,45.426231,46.874076,-20.489507,-11.96,-48.82,-16.64,,,,,
1.62814,-5.439903,-6.991425,-1.22244,0.041818,-0.56015,45.607212,44.159362,-19.613887,-11.99,-48.9,-16.66,,,,,
1.62814,-5.439903,-6.991425,-1.22244,0.041818,-0.56015,45.607212,44.159362,-19.613887,-12.01,-48.98,-16.68,,,,,
2.039964,-7.810284,-6.948328,-1.01977,-0.185087,-0.443368,45.607212,44.159362,-19.613887,-12.04,-49.04,-16.69,,,,,
1.886727,-9.34744,-7.154239,-1.077429,-0.220375,0.127222,45.607212,44.159362,-19.613887,-12.04,-49.1,-16.68,,,,,
1.886727,-9.34744,-7.154239,-1.077429,-0.220375,0.127222,45.607212,44.159362,-19.613887,-12.05,-49.17,-16.66,,,,,
1.513213,-8.317881,-7.048889,-1.522317,-0.241813,0.112575,45.607212,44.159362,-19.613887,-12.05,-49.26,-16.65,,,,,
0.790127,-5.353708,-7.106353,-1.641628,-0.266315,0.184082,45.607212,44.159362,-19.613887,-12.05,-49.35,-16.63,,,,,
1.0966,-5.143007,-7.872536,-1.328702,-0.241947,0.563988,45.607212,44.159362,-19.613887,-12.04,-49.42,-16.6,,,,,
1.0966,-5.143007,-7.872536,-1.328702,-0.241947,0.563988,45.607212,44.159362,-19.613887,-12.02,-49.5,-16.57,,,,,
0.502808,-5.492578,-7.709722,-1.191281,-0.343148,0.803942,45.607212,44.159362,-19.613887,-12,-49.56,-16.52,,,,,
0.411824,-5.157373,-7.829439,-1.21991,-0.459397,0.716056,47.236038,40.720722,-17.337276,-11.98,-49.62,-16.47,,,,,
0.411824,-5.157373,-7.829439,-1.21991,-0.459397,0.716056,47.236038,40.720722,-17.337276,-11.97,-49.69,-16.43,,,,,
0.560272,-4.98977,-7.7193,-1.276903,-0.421979,0.43176,47.236038,40.720722,-17.337276,-11.96,-49.76,-16.39,,,,,
0.277742,-4.367247,-7.494233,-1.211388,-0.119706,0.094465,47.236038,40.720722,-17.337276,-11.96,-49.83,-16.38,,,,,
0.277742,-4.367247,-7.494233,-1.211388,-0.119706,0.094465,47.236038,40.720722,-17.337276,-11.96,-49.9,-16.38,,,,,
0.277742,-4.640199,-7.64747,-0.989543,0.153672,0.208184,47.236038,40.720722,-17.337276,-11.95,-49.95,-16.38,,,,,
0.550694,-4.721606,-7.953943,-0.859446,0.358872,0.322968,47.236038,40.720722,-17.337276,-11.92,-50,-16.38,,,,,
0.703931,-3.586697,-8.222108,-0.786474,0.420125,0.157849,47.236038,40.720722,-17.337276,-11.9,-50.03,-16.39,,,,,
0.703931,-3.586697,-8.222108,-0.786474,0.420125,0.157849,47.236038,40.720722,-17.337276,-11.87,-50.07,-16.4,,,,,
1.254626,-4.146969,-8.523793,-0.606974,0.32465,0.231221,47.236038,36.739143,-18.738267,-11.85,-50.1,-16.41,,,,,
1.019982,-4.716818,-8.442386,-0.495919,0.313464,0.400334,47.236038,36.739143,-18.738267,-11.82,-50.12,-16.41,,,,,
1.019982,-4.716818,-8.442386,-0.495919,0.313464,0.400334,47.236038,36.739143,-18.738267,-11.79,-50.14,-16.41,,,,,
0.881111,-4.328937,-8.451963,-0.408965,0.318791,0.515917,47.236038,36.739143,-18.738267,-11.76,-50.16,-16.4,,,,,
1.139698,-4.324149,-8.667452,-0.32361,0.359804,0.589687,47.236038,36.739143,-18.738267,-11.71,-50.16,-16.4,,,,,
1.59462,-3.692047,-8.930828,-0.301505,0.333838,0.213111,47.236038,36.739143,-18.738267,-11.69,-50.17,-16.4,,,,,
1.59462,-3.692047,-8.930828,-0.301505,0.333838,0.213111,47.236038,36.739143,-18.738267,-11.67,-50.19,-16.41,,,,,
1.589831,-2.834879,-9.155895,-0.26928,0.163925,-0.352686,47.236038,36.739143,-18.738267,-11.68,-50.2,-16.43,,,,,
1.359976,-3.026425,-8.878152,-0.099634,-0.12157,-0.655359,45.788192,36.015216,-16.636779,-11.71,-50.22,-16.45,,,,,
1.359976,-3.026425,-8.878152,-0.099634,-0.12157,-0.655359,45.788192,36.015216,-16.636779,-11.75,-50.24,-16.47,,,,,
1.41744,-4.252319,-8.777591,0.199576,-0.227965,-0.668409,45.788192,36.015216,-16.636779,-11.79,-50.24,-16.48,,,,,
1.019982,-5.564408,-8.806324,0.380008,-0.1751,-0.31913,45.788192,36.015216,-16.636779,-11.81,-50.22,-16.49,,,,,
1.019982,-5.564408,-8.806324,0.380008,-0.1751,-0.31913,45.788192,36.015216,-16.636779,-11.83,-50.21,-16.49,,,,,
0.665622,-3.534022,-8.609989,0.597991,-0.136351,-0.558019,45.788192,36.015216,-16.636779,-11.86,-50.18,-16.51,,,,,
1.752645,-3.395151,-9.519831,1.408004,-0.100797,-0.427656,45.788192,36.015216,-16.636779,-11.89,-50.11,-16.52,,,,,
2.72474,-3.529233,-8.629143,1.319319,-0.099199,-0.90863,45.788192,36.015216,-16.636779,-11.93,-50.04,-16.55,,,,,
2.72474,-3.529233,-8.629143,1.319319,-0.099199,-0.90863,45.788192,36.015216,-16.636779,-11.98,-49.98,-16.57,,,,,
1.920248,-6.704106,-8.020985,0.805055,-0.342083,-1.379217,46.693096,39.453857,-17.512399,-12.05,-49.96,-16.61,,,,,
0.205912,-6.282705,-7.192548,0.476682,-0.723054,-0.557886,46.693096,39.453857,-17.512399,-12.11,-49.95,-16.6,,,,,
0.205912,-6.282705,-7.192548,0.476682,-0.723054,-0.557886,46.693096,39.453857,-17.512399,-12.16,-49.93,-16.59,,,,,
0.78055,-6.435942,-7.834227,0.574156,-0.63397,0.428564,46.693096,39.453857,-17.512399,-12.17,-49.9,-16.54,,,,,
1.053502,-6.431153,-8.265206,0.482541,-0.463392,0.701542,46.693096,39.453857,-17.512399,-12.15,-49.87,-16.5,,,,,
1.053502,-6.431153,-8.265206,0.482541,-0.463392,0.701542,46.693096,39.453857,-17.512399,-12.14,-49.84,-16.45,,,,,
0.258587,-6.368901,-6.177355,0.256303,-0.338221,-0.725002,46.693096,39.453857,-17.512399,-12.18,-49.84,-16.46,,,,,
1.369553,-5.813418,-8.293938,0.353776,-0.469251,-0.486379,46.693096,39.453857,-17.512399,-12.22,-49.83,-16.46,,,,,
-1.9825,1.41744,-3.816552,-0.464094,0.19109,-2.488574,46.693096,39.453857,-17.512399,-12.33,-49.89,-16.56,,,,,
-1.9825,1.41744,-3.816552,-0.464094,0.19109,-2.488574,46.693096,39.453857,-17.512399,-12.44,-49.94,-16.66,,,,,
13.604548,-16.899137,-15.587048,1.154201,4.304804,-3.768109,45.788192,43.61642,-20.489507,-12.44,-49.88,-16.99,,,,,
1.206739,-2.834879,-6.646643,-0.221343,0.124377,1.875215,45.788192,43.61642,-20.489507,-12.35,-49.87,-16.93,,,,,
1.206739,-2.834879,-6.646643,-0.221343,0.124377,1.875215,45.788192,43.61642,-20.489507,-12.26,-49.85,-16.86,,,,,
2.217144,-6.766359,-7.795918,0.047241,-0.993236,-0.509549,45.788192,43.61642,-20.489507,-12.32,-49.87,-16.84,,,,,
1.580254,-5.669758,-7.57564,-0.135321,-1.070868,-0.780663,45.788192,43.61642,-20.489507,-12.4,-49.9,-16.82,,,,,
1.599408,-5.803841,-7.815073,-0.119342,-1.047698,-0.737785,45.788192,43.61642,-20.489507,-12.48,-49.93,-16.8,,,,,
1.599408,-5.803841,-7.815073,-0.119342,-1.047698,-0.737785,45.788192,43.61642,-20.489507,-12.55,-49.96,-16.78,,,,,
1.613774,-4.855689,-7.633104,-0.105227,-0.897627,-0.459081,45.788192,43.61642,-20.489507,-12.61,-49.98,-16.76,,,,,
0.679988,-5.904402,-8.04014,0.219417,-0.562596,0.617518,46.150154,45.426231,-17.687524,-12.6,-49.97,-16.71,,,,,
0.679988,-5.904402,-8.04014,0.219417,-0.562596,0.617518,46.150154,45.426231,-17.687524,-12.59,-49.95,-16.66,,,,,
2.446999,-3.285012,-7.307476,0.288394,-0.131424,1.2202,46.150154,45.426231,-17.687524,-12.54,-49.92,-16.61,,,,,
1.120543,-7.508599,-7.977887,0.73954,-0.066442,0.974121,46.150154,45.426231,-17.687524,-12.5,-49.87,-16.57,,,,,
1.120543,-7.508599,-7.977887,0.73954,-0.066442,0.974121,46.150154,45.426231,-17.687524,-12.46,-49.81,-16.54,,,,,
1.158853,-5.708068,-7.527754,0.358569,0.270453,0.89995,46.150154,45.426231,-17.687524,-12.41,-49.78,-16.51,,,,,
2.111793,-5.966655,-8.049716,0.398118,0.230505,0.604202,46.150154,45.426231,-17.687524,-12.37,-49.74,-16.5,,,,,
0.924209,-5.588352,-7.508599,0.145247,-0.099066,-0.048149,46.150154,45.426231,-17.687524,-12.38,-49.74,-16.5,,,,,
0.924209,-5.588352,-7.508599,0.145247,-0.099066,-0.048149,46.150154,45.426231,-17.687524,-12.38,-49.73,-16.5,,,,,
1.585042,-5.712856,-7.64747,0.20983,-0.125698,0.029483,45.969173,44.883285,-19.613887,-12.39,-49.72,-16.49,,,,,
1.178007,-7.518177,-8.322669,0.174675,-0.257793,-0.708357,45.969173,44.883285,-19.613887,-12.43,-49.72,-16.51,,,,,
1.178007,-7.518177,-8.322669,0.174675,-0.257793,-0.708357,45.969173,44.883285,-19.613887,-12.47,-49.73,-16.52,,,,,
1.546733,-6.134257,-8.116758,-0.342119,-0.598416,-1.392933,45.969173,44.883285,-19.613887,-12.56,-49.77,-16.55,,,,,
1.178007,-5.291455,-7.441558,-0.249439,-0.914139,-1.20318,45.969173,44.883285,-19.613887,-12.65,-49.81,-16.55,,,,,
1.178007,-5.291455,-7.441558,-0.249439,-0.914139,-1.20318,45.969173,44.883285,-19.613887,-12.74,-49.85,-16.55,,,,,
1.470115,-5.87567,-8.011407,0.157365,-0.427172,-0.054008,45.969173,44.883285,-19.613887,-12.76,-49.85,-16.54,,,,,
1.058291,-5.84215,-7.604372,-0.031323,-0.458465,-0.68066,45.969173,44.883285,-19.613887,-12.81,-49.86,-16.54,,,,,
0.770972,-6.12468,-7.695356,-0.137585,-0.451008,-1.13407,45.969173,44.883285,-19.613887,-12.88,-49.89,-16.56,,,,,
0.770972,-6.12468,-7.695356,-0.137585,-0.451008,-1.13407,45.969173,44.883285,-19.613887,-12.95,-49.92,-16.59,,,,,
0.244221,-5.803841,-7.685779,-0.074201,-0.299738,-0.325255,47.598003,47.959964,-20.839756,-12.97,-49.93,-16.59,,,,,
1.814897,-5.267512,-8.346612,0.055497,-0.152463,-0.081972,47.598003,47.959964,-20.839756,-12.98,-49.93,-16.58,,,,,
1.814897,-5.267512,-8.346612,0.055497,-0.152463,-0.081972,47.598003,47.959964,-20.839756,-12.99,-49.93,-16.58,,,,,
1.398285,-3.89317,-7.633104,0.02487,-0.334759,-0.817948,47.598003,47.959964,-20.839756,-13.04,-49.95,-16.59,,,,,
2.121371,-7.063255,-8.399288,0.333269,-0.207724,-1.07002,47.598003,47.959964,-20.839756,-13.1,-49.94,-16.62,,,,,
0.56506,-5.324976,-7.570851,0.033659,-0.211719,-0.530322,47.598003,47.959964,-20.839756,-13.13,-49.95,-16.63,,,,,
0.56506,-5.324976,-7.570851,0.033659,-0.211719,-0.530322,47.598003,47.959964,-20.839756,-13.16,-49.96,-16.64,,,,,
1.388708,-6.062427,-7.714511,0.303175,-0.077893,0.085943,47.598003,47.959964,-20.839756,-13.16,-49.94,-16.64,,,,,
0.943364,-6.148623,-7.125507,0.29665,0.018515,0.081815,47.055057,49.950756,-21.715375,-13.16,-49.92,-16.64,,,,,
0.943364,-6.148623,-7.125507,0.29665,0.018515,0.081815,47.055057,49.950756,-21.715375,-13.15,-49.91,-16.63,,,,,
0.373515,-7.211703,-7.709722,0.248846,0.467131,0.293406,47.055057,49.950756,-21.715375,-13.12,-49.88,-16.64,,,,,
2.576292,-5.511733,-8.432808,-0.216283,0.816942,0.922055,47.055057,49.950756,-21.715375,-13.05,-49.87,-16.65,,,,,
2.576292,-5.511733,-8.432808,-0.216283,0.816942,0.922055,47.055057,49.950756,-21.715375,-12.98,-49.87,-16.65,,,,,
2.097428,-4.611467,-8.193376,-0.55371,0.038888,-0.492371,47.055057,49.950756,-21.715375,-13,-49.9,-16.67,,,,,
1.80532,-6.622699,-7.661836,-0.359163,-0.260189,-1.012095,47.055057,49.950756,-21.715375,-13.05,-49.94,-16.69,,,,,
1.230682,-6.876498,-7.273955,-0.15969,-0.139014,-0.299955,47.055057,49.950756,-21.715375,-13.07,-49.96,-16.7,,,,,
1.230682,-6.876498,-7.273955,-0.15969,-0.139014,-0.299955,47.055057,49.950756,-21.715375,-13.09,-49.97,-16.7,,,,,
3.409517,-4.348092,-8.926039,-0.377273,-0.042206,-0.243495,45.969173,49.58879,-22.065624,-13.11,-50,-16.71,,,,,
1.857995,-4.314571,-7.93,-0.340255,-0.480037,-0.42446,45.969173,49.58879,-22.065624,-13.14,-50.03,-16.7,,,,,
1.857995,-4.314571,-7.93,-0.340255,-0.480037,-0.42446,45.969173,49.58879,-22.065624,-13.18,-50.06,-16.7,,,,,
0.608158,-5.545254,-7.197337,-0.213619,-0.498945,-0.839919,45.969173,49.58879,-22.065624,-13.24,-50.09,-16.71,,,,,
3.036002,-7.891691,-8.322669,0.469092,-0.18775,-0.433648,45.969173,49.58879,-22.065624,-13.27,-50.07,-16.72,,,,,
3.036002,-7.891691,-8.322669,0.469092,-0.18775,-0.433648,45.969173,49.58879,-22.065624,-13.29,-50.05,-16.72,,,,,
1.24026,-3.61064,-7.704934,-0.036117,-0.279098,0.21098,45.969173,49.58879,-22.065624,-13.29,-50.05,-16.7,,,,,
1.178007,-7.422403,-7.987464,-0.438926,-0.271774,-0.407815,45.969173,49.58879,-22.065624,-13.32,-50.09,-16.71,,,,,
-0.129293,-9.165472,-7.101564,-1.297409,-0.266981,-1.099581,47.236038,51.21762,-21.540252,-13.38,-50.18,-16.74,,,,,
-0.129293,-9.165472,-7.101564,-1.297409,-0.266981,-1.099581,47.236038,51.21762,-21.540252,-13.45,-50.27,-16.76,,,,,
0.167603,-7.85817,-6.522138,-1.459598,0.118385,0.671448,47.236038,51.21762,-21.540252,-13.41,-50.34,-16.74,,,,,
-1.048714,-5.286667,-6.182144,-1.478507,1.008427,2.309983,47.236038,51.21762,-21.540252,-13.27,-50.39,-16.7,,,,,
-1.048714,-5.286667,-6.182144,-1.478507,1.008427,2.309983,47.236038,51.21762,-21.540252,-13.12,-50.43,-16.66,,,,,
-3.960211,-3.126987,-4.836534,-0.774223,2.231901,3.135175,47.236038,51.21762,-21.540252,-12.89,-50.41,-16.65,,,,,
14.289324,10.070526,-15.11776,0.709446,4.304804,-4.337368,47.236038,51.21762,-21.540252,-12.93,-50.38,-17,,,,,
14.289324,10.070526,-15.11776,0.709446,4.304804,-4.337368,47.236038,51.21762,-21.540252,-12.96,-50.35,-17.35,,,,,
1.795743,-1.000827,-9.898135,1.064451,2.31526,-0.466538,47.236038,51.21762,-21.540252,-12.9,-50.27,-17.46,,,,,
4.893998,-5.7368,-6.86692,2.081395,1.461837,-0.472397,47.236038,51.21762,-21.540252,-12.86,-50.14,-17.55,,,,,
2.475731,3.419094,-6.646643,3.151602,1.622827,4.341207,43.978382,44.340343,-14.185045,-12.6,-49.88,-17.46,,,,,
2.475731,3.419094,-6.646643,3.151602,1.622827,4.341207,43.978382,44.340343,-14.185045,-12.34,-49.62,-17.37,,,,,
8.63872,-24.944065,-6.857343,4.348578,1.667303,-4.337368,43.978382,44.340343,-14.185045,-12.47,-49.41,-17.6,,,,,
2.360803,0.359149,-5.444692,-0.866903,-1.078192,-0.592641,43.978382,44.340343,-14.185045,-12.54,-49.48,-17.58,,,,,
2.360803,0.359149,-5.444692,-0.866903,-1.078192,-0.592641,43.978382,44.340343,-14.185045,-12.61,-49.56,-17.55,,,,,
5.813418,-8.57168,-5.846939,1.816406,-1.451173,1.019661,43.978382,44.340343,-14.185045,-12.62,-49.45,-17.45,,,,,
5.818207,3.510078,-6.368901,1.089751,-2.718058,-0.588779,43.978382,44.340343,-14.185045,-12.75,-49.43,-17.35,,,,,
1.656872,-12.876673,-6.689741,4.348578,-4.421842,0.987303,43.978382,44.340343,-14.185045,-12.88,-49.22,-17.13,,,,,
1.656872,-12.876673,-6.689741,4.348578,-4.421842,0.987303,43.978382,44.340343,-14.185045,-13.01,-49.01,-16.9,,,,,
1.857995,-1.972923,-1.800531,2.647991,-4.421842,-4.337235,48.502906,46.331134,-24.167112,-13.38,-48.97,-16.87,,,,,
0.790127,5.650604,0.440556,3.767734,-4.102124,0.25439,48.502906,46.331134,-24.167112,-13.53,-48.79,-16.68,,,,,
0.790127,5.650604,0.440556,3.767734,-4.102124,0.25439,48.502906,46.331134,-24.167112,-13.68,-48.62,-16.5,,,,,
1.52279,4.094294,-2.044752,4.348578,-2.999958,-0.562414,48.502906,46.331134,-24.167112,-13.82,-48.41,-16.39,,,,,
1.0966,1.369553,-1.867572,4.348578,-3.769623,-1.658321,48.502906,46.331134,-24.167112,-14.05,-48.23,-16.29,,,,,
1.0966,1.369553,-1.867572,4.348578,-3.769623,-1.658321,48.502906,46.331134,-24.167112,-14.27,-48.04,-16.19,,,,,
-0.948152,1.489269,3.237126,4.348578,-4.336087,-1.457782,48.502906,46.331134,-24.167112,-14.51,-47.86,-16.06,,,,,
-2.092639,2.509251,12.594143,4.348578,-4.421842,-1.365635,48.502906,46.331134,-24.167112,-14.75,-47.67,-15.93,,,,,
-7.288321,-3.629795,28.564281,4.348578,-4.416382,-4.337235,49.950756,49.950756,-54.63869,-15.12,-47.53,-15.91,,,,,
-7.288321,-3.629795,28.564281,4.348578,-4.416382,-4.337235,49.950756,49.950756,-54.63869,-15.48,-47.38,-15.89,,,,,
6.435942,-12.905405,30.848466,0.201973,4.304804,3.144763,49.950756,49.950756,-54.63869,-15.17,-47.28,-15.95,,,,,
-7.015368,-10.041794,12.938926,-1.667328,-0.876587,-3.075943,49.950756,49.950756,-54.63869,-15.34,-47.42,-16.03,,,,,
-7.015368,-10.041794,12.938926,-1.667328,-0.876587,-3.075943,49.950756,49.950756,-54.63869,-15.51,-47.57,-16.12,,,,,
-1.364764,-15.419445,2.284185,3.432703,-2.926187,-4.337235,49.950756,49.950756,-54.63869,-15.82,-47.46,-16.16,,,,,
-6.028907,-4.664143,-0.45971,-1.203398,-4.421842,-4.337235,49.950756,49.950756,-54.63869,-16.19,-47.63,-16.14,,,,,
-1.623351,-4.807802,-1.087023,1.595493,-1.651046,-0.161069,49.950756,49.950756,-54.63869,-16.26,-47.56,-16.08,,,,,
-1.623351,-4.807802,-1.087023,1.595493,-1.651046,-0.161069,49.950756,49.950756,-54.63869,-16.34,-47.49,-16.01,,,,,
3.194028,-10.716994,0,-0.314954,-1.099364,1.3483,49.950756,49.950756,-54.63869,-16.32,-47.5,-15.91,,,,,
0.421401,0.670411,5.808629,-0.293782,-0.111183,-4.337368,47.417018,41.263668,-57.440673,-16.52,-47.57,-16.08,,,,,
0.421401,0.670411,5.808629,-0.293782,-0.111183,-4.337368,47.417018,41.263668,-57.440673,-16.71,-47.64,-16.24,,,,,
-1.728702,4.515695,10.084892,1.513999,-1.074197,2.931973,47.417018,41.263668,-57.440673,-16.63,-47.53,-16.08,,,,,
-2.897132,3.629795,11.138394,4.329403,-1.084184,-1.510114,47.417018,41.263668,-57.440673,-16.74,-47.32,-16.09,,,,,
-2.897132,3.629795,11.138394,4.329403,-1.084184,-1.510114,47.417018,41.263668,-57.440673,-16.85,-47.1,-16.11,,,,,
3.543599,-9.610816,11.875846,4.348578,0.389765,2.371236,47.417018,41.263668,-57.440673,-16.73,-46.82,-16.03,,,,,
-0.430978,1.182796,13.288497,4.348578,-1.601111,-4.337235,47.417018,41.263668,-57.440673,-16.98,-46.64,-16.13,,,,,
-4.88442,-3.644161,12.460061,4.348578,-1.765964,-4.337235,47.417018,41.263668,-57.440673,-17.24,-46.46,-16.23,,,,,
-4.88442,-3.644161,12.460061,4.348578,-1.765964,-4.337235,47.417018,41.263668,-57.440673,-17.5,-46.29,-16.33,,,,,
12.378654,-8.17901,21.750036,4.348578,3.876695,0.271967,57.551956,31.852655,-54.28844,-17.33,-45.99,-16.48,,,,,
11.650779,-15.807326,9.735321,4.348578,0.971142,-3.72683,57.551956,31.852655,-54.28844,-17.45,-45.77,-16.67,,,,,
11.650779,-15.807326,9.735321,4.348578,0.971142,-3.72683,57.551956,31.852655,-54.28844,-17.57,-45.56,-16.86,,,,,
8.729704,-10.281227,14.136088,2.267419,-2.194872,0.377697,57.551956,31.852655,-54.28844,-17.65,-45.45,-16.75,,,,,
-0.383092,-4.357669,14.327633,-0.587267,-4.421842,0.402331,57.551956,31.852655,-54.28844,-17.82,-45.53,-16.56,,,,,
-5.516522,30.221153,15.285363,-1.678913,-2.89849,-0.354151,57.551956,31.852655,-54.28844,-17.95,-45.67,-16.45,,,,,
-5.516522,30.221153,15.285363,-1.678913,-2.89849,-0.354151,57.551956,31.852655,-54.28844,-18.09,-45.8,-16.35,,,,,
-2.815725,-3.160507,6.359324,3.429108,0.50335,-1.910659,57.551956,31.852655,-54.28844,-18.15,-45.62,-16.44,,,,,
10.731359,6.967482,5.406383,3.615399,-0.963941,-0.950176,58.094898,25.156358,-58.666542,-18.23,-45.44,-16.44,,,,,
10.731359,6.967482,5.406383,3.615399,-0.963941,-0.950176,58.094898,25.156358,-58.666542,-18.31,-45.26,-16.44,,,,,
14.83523,7.977887,17.550392,4.348578,-2.952686,-0.525661,58.094898,25.156358,-58.666542,-18.46,-45.05,-16.34,,,,,
-5.162162,-0.033521,18.177705,4.348578,-3.151627,-1.366434,58.094898,25.156358,-58.666542,-18.65,-44.85,-16.27,,,,,
-2.068696,-2.638545,20.749208,3.606211,-0.258325,-1.15977,58.094898,25.156358,-58.666542,-18.71,-44.66,-16.31,,,,,
-2.068696,-2.638545,20.749208,3.606211,-0.258325,-1.15977,58.094898,25.156358,-58.666542,-18.77,-44.47,-16.34,,,,,
2.466153,-10.712204,12.07218,1.45754,2.477315,-2.063927,58.094898,25.156358,-58.666542,-18.75,-44.38,-16.53,,,,,
3.749511,-11.004312,2.059118,-2.098234,2.246682,0.061308,58.094898,25.156358,-58.666542,-18.65,-44.48,-16.61,,,,,
3.749511,-11.004312,2.059118,-2.098234,2.246682,0.061308,58.094898,25.156358,-58.666542,-18.55,-44.57,-16.7,,,,,
8.686607,0.857168,8.049716,-3.230494,0.604552,3.133578,65.696098,19.364967,-53.412822,-18.39,-44.71,-16.6,,,,,
4.678508,3.840495,12.733014,-3.531702,-0.504805,1.415679,65.696098,19.364967,-53.412822,-18.36,-44.9,-16.52,,,,,
4.678508,3.840495,12.733014,-3.531702,-0.504805,1.415679,65.696098,19.364967,-53.412822,-18.32,-45.09,-16.44,,,,,
4.654565,4.999348,10.76488,-2.534466,-0.033684,1.675341,65.696098,19.364967,-53.412822,-18.25,-45.22,-16.37,,,,,
2.753472,1.958557,9.888557,-1.721657,-0.174434,1.149626,65.696098,19.364967,-53.412822,-18.21,-45.3,-16.32,,,,,
4.079927,0.828436,9.366595,-1.115113,-0.445815,0.655868,65.696098,19.364967,-53.412822,-18.2,-45.37,-16.27,,,,,
4.079927,0.828436,9.366595,-1.115113,-0.445815,0.655868,65.696098,19.364967,-53.412822,-18.19,-45.43,-16.23,,,,,
3.414306,-3.529233,9.917289,-1.360261,-0.412924,0.503932,65.696098,19.364967,-53.412822,-18.18,-45.5,-16.19,,,,,
6.603545,-4.017675,8.969137,-2.44951,-0.576178,-0.209007,65.696098,19.364967,-53.412822,-18.22,-45.65,-16.18,,,,,
6.603545,-4.017675,8.969137,-2.44951,-0.576178,-0.209007,65.696098,19.364967,-53.412822,-18.25,-45.8,-16.16,,,,,
6.253973,-5.674547,11.483177,-3.252732,-0.615594,1.24084,55.199203,25.880281,-63.920261,-18.22,-45.98,-16.09,,,,,
5.329764,-0.220278,12.148799,-3.726249,0.310401,4.106179,55.199203,25.880281,-63.920261,-18.03,-46.14,-15.94,,,,,
4.60189,-0.775761,12.737803,-3.443284,0.74477,3.350495,55.199203,25.880281,-63.920261,-17.86,-46.29,-15.83,,,,,
4.60189,-0.775761,12.737803,-3.443284,0.74477,3.350495,55.199203,25.880281,-63.920261,-17.68,-46.44,-15.73,,,,,
2.810936,-2.672065,13.049065,-3.33862,1.089255,2.779238,55.199203,25.880281,-63.920261,-17.52,-46.59,-15.67,,,,,
2.992905,-1.34561,11.746553,-3.154726,1.303509,2.836897,55.199203,25.880281,-63.920261,-17.34,-46.72,-15.61,,,,,
2.992905,-1.34561,11.746553,-3.154726,1.303509,2.836897,55.199203,25.880281,-63.920261,-17.17,-46.86,-15.55,,,,,
2.23151,-3.289801,11.04741,-2.865103,1.169683,2.336748,55.199203,25.880281,-63.920261,-17.02,-46.98,-15.51,,,,,
1.747856,-6.182144,11.387404,-2.512495,1.055166,1.627138,50.312717,27.14715,-67.247619,-16.91,-47.1,-15.49,,,,,
1.747856,-6.182144,11.387404,-2.512495,1.055166,1.627138,50.312717,27.14715,-67.247619,-16.79,-47.21,-15.47,,,,,
1.704759,-6.862132,10.918116,-3.014508,1.449053,1.969625,50.312717,27.14715,-67.247619,-16.65,-47.34,-15.46,,,,,
0.81407,-5.703279,9.855037,-3.882446,1.989683,2.568313,50.312717,27.14715,-67.247619,-16.46,-47.52,-15.44,,,,,
0.641679,-4.046407,9.117585,-4.013076,2.280372,2.53196,50.312717,27.14715,-67.247619,-16.25,-47.69,-15.44,,,,,
0.641679,-4.046407,9.117585,-4.013076,2.280372,2.53196,50.312717,27.14715,-67.247619,-16.05,-47.87,-15.44,,,,,
0.344783,-3.677681,7.958732,-3.524778,2.330307,2.310249,50.312717,27.14715,-67.247619,-15.86,-48.02,-15.45,,,,,
