1,58.094898,44.702304,-39.753147,-17.36,-52.65,-20.89,,,,,,,,,,,,,,,
0.081407,-7.791129,5.799052,-0.003493,-0.000527,0.000188,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.795918,5.803841,-0.001229,0.000937,-0.000212,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.795918,5.803841,-0.001229,0.000937,-0.000212,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.076618,-7.795918,5.808629,0.002233,0.00147,0.000188,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.781552,5.794263,-0.001096,0.001204,0.000055,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.781552,5.794263,-0.001096,0.001204,0.000055,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.781552,5.832572,0.000768,0.000272,0.000454,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.090984,-7.781552,5.808629,0.000103,0.000005,0.000587,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.090984,-7.781552,5.808629,0.000103,0.000005,0.000587,58.094898,43.978382,-40.803894,-17.36,-52.65,-20.89,,,,,,,,,,
0.086196,-7.786341,5.789474,0.000768,0.000405,0.000587,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.800706,5.799052,0.002499,0.001071,0.000587,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
0.067041,-7.795918,5.789474,-0.006023,0.001071,0.000587,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
0.067041,-7.795918,5.789474,-0.006023,0.001071,0.000587,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.791129,5.803841,0.005828,0.000538,0.000587,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
0.090984,-7.786341,5.813418,0.001301,0.000804,0.000454,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
0.090984,-7.786341,5.813418,0.001301,0.000804,0.000454,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
0.07183,-7.795918,5.803841,0.000901,0.000272,0.000188,57.732936,44.702304,-39.4029,-17.36,-52.65,-20.89,,,,,,,,,,
